Column1,Column2,Column3,Sentimento
Mon Sep 27 19:27:31 +0000 2021,[1442571624805449731],E o descaso com o povo brasileiro continua! Foi um baita retrocesso! Bolsonaro x Guedes versão atualizada da ditadura!  #ForaBolsonaro  #ImpeachmentBolsonaroUrgente https://t.co/oWuRzirEi5,
Mon Sep 27 19:27:36 +0000 2021,[1442571646917758978],@chuuykeikou Boa noite a todos que estão em dia de sol é lindo e a gente era casado e a mina dele é que o Bolsonaro que a mina do meu sobrinho que Deus abençoe o seu dia de trabalho e,
Mon Sep 27 19:27:47 +0000 2021,[1442571689670238215],Bolsonaro diz que Forças Armadas não cumprirão eventuais ‘ordens absurdas’ suas ou de outros governos – Jornal O Globo https://t.co/U9PE5jNzSl,
Mon Sep 27 19:27:48 +0000 2021,[1442571694812577792],"@folha Imagina estragar a família, perder um bebê por uma idiotice dessa. Espero que a mulher e a filha se recuperem logo e bem. Ninguém merece sentir a ""empatia na pele"", mesmo um lixo como o Eduardo Bolsonaro",
Mon Sep 27 19:27:48 +0000 2021,[1442571695529791489],"O pessoal que desejam que venha um candidato a Presidente entre Lula e Bolsonaro tipo terceira via, deveriam se voltar contra Bolsonaro e não contra Lula! A maioria são bolsonaristas mal arrependidos e com tendência a votar novamente em Bolsonaro! Não confio em terceira via!",
Mon Sep 27 19:27:50 +0000 2021,[1442571704719511553],BOLSONARO comenta demissão de ALEXANDRE GARCIA da CNN BRASIL.  Assista: https://t.co/xzi5oLPIwj via @YouTube   @CNNBrasil @alexandregarcia @jairbolsonaro #1000dias Governo Bolsonaro,
Mon Sep 27 19:27:53 +0000 2021,[1442571717130571787],"Bolsonaro volta a subir o tom e dispara: ""Forças Armadas não irão cumprir ordens absurdas"" (veja o vídeo) https://t.co/XiDwfxEeZi  Olha A verdade parabéns presidente Bolsonaro  senhor colocou forças armadas porque elas são honesta diferente dos outros que colocou ladrãos",
Mon Sep 27 19:27:56 +0000 2021,[1442571728266350597],@patriciapillar @gisellebezerra @cirogomes Sairei da política se o Bolsonaro for eleito presidente. Também era piada? Está mais pra comediante e dos ruins.,
Mon Sep 27 19:27:58 +0000 2021,[1442571736827011073],"@_sandro_ @FtimaDi56169834 @GFiuza_Oficial O que eu defendo já defendia antes de votar nele e se votaria de novo é porque sei que está fazendo tudo que pode para atender ao povo. Infelizmente, temos STF e Congresso picaretas, mas venceremos de novo.  Desi",
Mon Sep 27 19:28:00 +0000 2021,[1442571744527765508],"With the flexible nature of these loans, with interest rates of 3.99% a month, the government is hoping to reach approximately 100 million clients, and boost Jair Bolsonaro's approval ratings. https://t.co/3lBy0Jgi5Y",
Mon Sep 27 19:28:00 +0000 2021,[1442571744749899776],"@Roberto60635772 @JoseMedeirosMT @jairbolsonaro Bolsonaro é o sistema, Bolsonaro é o centrão, Bolsonaro passou mais de DOZE anos, abraçado, juntinho, e votando com o PT do Lula, votou 13, e disse que o Molusco era o único honesto na disputa. Tinha como íd",
Mon Sep 27 19:28:03 +0000 2021,[1442571759891406851],"@erikakokay Vcs são muito cara de pau e antipatriotas. Respeitem os 58 milhões de brasileiros que elegeram o presidente Jair Bolsonaro democraticamente para governar o Brasil. Isso só comprova que Lula a frente nas pesquisas, é uma malandragem..., Uma fra",
Mon Sep 27 19:28:18 +0000 2021,[1442571822982123522],"@jandira_feghali Aqui na Europa quem poderíamos culpar pela alta da inflação e consequentemente a dos produtos? O Bolsonaro ou o agravamento da situação mundial em função da pandemia? Turma de críticos, qual solução dariam? Gostaria de saber desses bons g",
Mon Sep 27 19:28:22 +0000 2021,[1442571839373393924],"@Jouberth19 Na história brasileira a culpa é sempre de alguém ou alguma coisa. No tempo do PT, o problema era o imperialismo americano,FHC,o plano real.a rede globo e crises internacionais que só afetavam o Brasil. No Brasil de Bolsonaro, o problema é a r",
Mon Sep 27 19:28:27 +0000 2021,[1442571858352746498],"Esquerdista e bobinho Inventando uma enquete p dar o q faz tds os dias.Usa Bolsonaro pra isso n!“Se der 58% [a favor de Bolsonaro] eu dou a bunda na praça pública” - Izzy Nobre Faltam 7h para a enquete acabar: https://t.co/NvjmuTsF5J  Votem e repassem, sera hilario ver a desculpa",
Mon Sep 27 19:28:29 +0000 2021,[1442571867768848387],"O Governo liberal-fascista de Bolsonaro é tão antipopular, tão miserável, tão desgraçado, que vetou a lei que proíbe despejos durante a pandemia. A Câmara derrubou o veto. Agora é no senado. Note bem: o cara ""lutou"" pelo ""direito"" de expulsar famílias de suas casas.",
Mon Sep 27 19:28:33 +0000 2021,[1442571883531194372],"Bolsonaro e Guedes querem vender o Brasil. Não podemos permitir. Lutamos muito para que tivéssemos empresas brasileiras estratégicas, fortes e confiáveis. E esse desgoverno da morte, da fome, da miséria e do desemprego quer entregar tudo ao mercado, que só pensa no lucro. (1/2) https://t.co/r9rcxKhJTK",
Mon Sep 27 19:28:40 +0000 2021,[1442571912664817665],"Ótima entrevista do Constantino há Eduardo Bolsonaro! Fala@sobre os Roubos do PT na saúde , desvio altos mais de 200 bilhões na era PT comprovados, mais ainda tem gente que quer votar neles ! Só Deus para dar juízos a esses pobres coitados .",
Mon Sep 27 19:28:45 +0000 2021,[1442571933715939329],"@izzynobre na vdd insinuam a todos, um parente meu umas semanas atrás debatemos e enfim disse q eu era contra Bolsonaro e o meu querido veio insinuar q eu era Homossexual e tb enviou um video lá de um cara batendo panela com um consolo de borracha gritand",
Mon Sep 27 19:28:45 +0000 2021,[1442571935406182403],"@BlogdoNoblat Pesquisinha marota. O certo é quem teria condições de derrotar Bolsonaro, se é que tem alguém com esse cacife político desses 5.",
Mon Sep 27 19:29:02 +0000 2021,[1442572007497949184],"@llc1395 @willgomes @GiselliCorreia Já estiveram por 14 anos, por isso podem ser criticados, assim como Bolsonaro, o jogo do Ciro é criticar o PT e o Bolsonaro, não gostou? foda-se",
Mon Sep 27 19:29:12 +0000 2021,[1442572048820285440],La vez q salí con una piba y se molestó pq habían dos homosensuales besándose a 10 mts y me dijo que bancaba a Bolsonaro sjsjsjsjsjsjsjsjsjej,
Mon Sep 27 19:29:13 +0000 2021,[1442572051106222085],"Bolsonaro volta a subir o tom e dispara: ""Forças Armadas não irão cumprir ordens absurdas"" (veja o vídeo) https://t.co/xK3RThKCNt #FechadoComBolsonaro",
Mon Sep 27 19:29:16 +0000 2021,[1442572065748537347],"@guimaraes13PT @LulaOficial Vamos por o Bolsonaro aí, na Terra do PT, e comparar se o responsável pelo Governo mais Corrupto da história do Brasil é mais popular que o Presidente atual???",
Mon Sep 27 19:29:23 +0000 2021,[1442572094848454662],A luz está cara!  A culpa é do Zema e do Bolsonaro.  Estou nas ruas ao lado dos movimentos sociais contra a privatização da #CEMIG. https://t.co/nNn17RQHms,
Mon Sep 27 19:29:24 +0000 2021,[1442572098317139971],"@randolfeap A culpa não é do Bolsonaro e sim dos prefeitos e governadores que com A SUA aprovação , fecharam várias vezes o comércio. Bolsonaro sempre disse que era contra o fechamento !! Conta outra seu HIPÓCRITA SALTITANTE",
Mon Sep 27 19:29:30 +0000 2021,[1442572121323065349],"@_sandro_ @FtimaDi56169834 @GFiuza_Oficial Essa é a diferença entre quem pensa e quem pasta com PT e companhia. Você é do tipo que não sabe o que quer, não tem conhecimento sobre governo, política, economia e gestão, por isso segue o bonde da mídia. Nós s",
Mon Sep 27 19:29:31 +0000 2021,[1442572128000245766],"Bolsonaro e Paulo Guedes realmente foram feitos um para o outro.  Depois do ""Qual o problema da conta de luz ficar um pouco mais cara?"", vem ai o ""Nada é tão ruim que não posso piorar"".  Essas são frases do posto ipiranga e do mito, dois canalhas adoram se dizer ""liberais"".",
Mon Sep 27 19:29:34 +0000 2021,[1442572140486791171],"Acho que eles se  esquecem que o poder emana do povo e o povo que fez e fazem a campanha política de Bolsonaro eles estão incomodando porque isso nunca tinha acontecido antes no Brasil,Bolsonaro foi eleito depois de levar uma facada encomenda que nunca foi investigada de verdade.",
Mon Sep 27 19:29:37 +0000 2021,[1442572153283506177],"@DanielMCarmo @flferronato Nunca existiu 3ª via os 7/12 do 9 provou isso aliás, nem os adversários de Bolsonaro querem o Lula só o usam a intenção é colocar outro energúmeno usam essa lorota pq sabem q Bolsonaro ganha no primeiro turno!A turma sempre este",
Mon Sep 27 19:29:37 +0000 2021,[1442572153744986115],"@mlkd09 @holiverrrrr Oh bonitão fica na sua que nem o Bolsonaro manda no Rio de janeiro quem dirá você, eu falo e repito o que eu quiser, falo do mundo inteiro, e qr mais ? Rio de janeiro é marcado por favela, comando, roubo, lugar sem lei! ja começa por ",
Mon Sep 27 19:29:38 +0000 2021,[1442572154692726791],#1000diasGovernoBolsonaro #1000diasSemTréguaParaCorrupção #vamoQvamo #1000diasGovernoBolsonaro #1000diasSemTréguaParaCorrupção #vamoQvamo  #1000diasGovernoBolsonaro #1000diasSemTréguaParaCorrupção #vamoQvamo  #1000diasGovernoBolsonaro #1000diasSemTréguaParaCorrupção #vamoQvamo,
Mon Sep 27 19:29:41 +0000 2021,[1442572167267241985],"@MarcosQuezado1 Ela ofende o povão, pois o povão é patrão de Bolsonaro! Isso que essa gente parasita não entendeu! @TVGlobo_Oficial @GloboNews @SenadoFederal @camaradeputados",
Mon Sep 27 19:29:41 +0000 2021,[1442572171000246274],"Ufa! Faltam 132 pessoas pra eu seguir hoje.  No total já segui mais de 2100 pessoas, vamos juntos! Jesus Cristo na frente, Bolsonaro até 2026 e nós aqui batendo na mídia porca e em político safado.",
Mon Sep 27 19:29:49 +0000 2021,[1442572201040007170],"@joicehasselmann @jairbolsonaro Larga mão de ser e fofoqueira, Bolsonaro disse que não tomou a vacina, e daí? O que você tem com isso, VAI PRA FRENTE DE UM TANQUE DE ROUPA SUJA E AS LAVE... OU ENTÃO VAI TOMAR UMAS PORRADAS!!!",
Mon Sep 27 19:29:55 +0000 2021,[1442572229561176072],"@GiljuSayu Bolsonaro é a pessoa que mais propaga ódio,contra pretos,favelados,pobres,nordestinos,gays,além de ser machista,aí vc vêm e fala que os bolsominions estão atacado uma das emissoras que mais puxa saco do bolsonaro,se fosse contra a Globo sim",
Mon Sep 27 19:30:00 +0000 2021,[1442572250775896067],100 dias que Bolsonaro troca delegados da PF para não investigar corrupção na família Bolsonaro  #1000DiasSemCorrupcao https://t.co/rYOB9oOiSL,
Mon Sep 27 19:30:10 +0000 2021,[1442572291125153793],Revelação de infecção de Heloísa Bolsonaro e filha acontece três dias após teste positivo do deputado #BandJornalismo  https://t.co/l4rWgZ4ULk,
Mon Sep 27 19:30:10 +0000 2021,[1442572292056354818],Revelação de infecção de Heloísa Bolsonaro e filha acontece três dias após teste positivo do deputado #BandJornalismo  https://t.co/5bamTU2OoW,
Mon Sep 27 19:30:15 +0000 2021,[1442572311517753349],"@KimKataguiri @Igoruedaoficial Fala uma obra entregue por cada ano do des'governo Lulo'petista,eu falo do presidente Bolsonaro, então....aceita o desafio ??",
Mon Sep 27 19:30:31 +0000 2021,[1442572377200775168],"Eduardo Bolsonaro's wife and baby daughter have COVID19, tested after he was positive on his return from #Bolsonaro's New York trip to #UNGA https://t.co/mO8hx6DuJF via @Poder360",
Mon Sep 27 19:30:32 +0000 2021,[1442572384964268034],"@izzynobre Bolsonaro é um bosta corrupto e quadrilheiro, por mim eu colocava alguém competente no lugar, mas só vai dar lula ou bolsonaro, fudeu",
Mon Sep 27 19:30:36 +0000 2021,[1442572398880903170],"@folha A tá, pensei que seus comentários eram por convicção. Pior ainda então. Pra agradar seus alunos e equipe do Bolsonaro com seus seguidores. Lamentável...",
Mon Sep 27 19:30:36 +0000 2021,[1442572399849922564],"@PsyGigante @MMALICK9 @CNNBrasil Não deve ser pelo empresariado. Deveriam ser financiados apenas por PESSOAS FÍSICAS e com limite de doação.  Os partidos q se esforcem para q a militância financie seus projetos, eu não quero ser obrigado a financiar as ca",
Mon Sep 27 19:30:36 +0000 2021,[1442572401414324224],"@Eduardo38085318 @taoquei1 @ALLuSapelli A operação lava jato não foi uma fraude,nossos juízes renomeados q fez fica,ele nunca foi inocente,qtas pessoas no Brasil o Bolsonaro matou? você ja é a própria confusão, não sou formada em nada, só procuro me infor",
Mon Sep 27 19:30:45 +0000 2021,[1442572436977950723],"@izzynobre Vá tentar refutar os MÉEDICOS que tão receitando os remédios preventivos.  Bolsonaro foi o cara que deu um copo de água no deserto, mesmo que estivesse um pouco suja. uma salvação etc ! Mas o povo só quer um rio inteiro",
Mon Sep 27 19:30:45 +0000 2021,[1442572438416461832],"Vocês querem entender o que acontece na #PETR4 quando o Jair Bolsonaro sugere algo relacionado a interferência ou trava de preços a la Dilma e a Petrobras anuncia coletiva? Lembrando que #PETR4 possui peso na B3, bolsa cai e o dólar sobe afetando base de calculo de combustíveis https://t.co/vwQ1SAjeLb",
Mon Sep 27 19:30:47 +0000 2021,[1442572444527575051],Tendência é que gastos com cartão corporativo aumentem com as viagens presidenciais para melhorar aprovação do governo Bolsonaro.  Levantamento do @YahooBr mostra que despesas nessa modalidade - que são secretas - vêm aumentando nos últimos anos. https://t.co/6jnjvSatLo,
Mon Sep 27 19:30:53 +0000 2021,[1442572472910372869],"@Marinsek @taoquei1 O Bolsonaro gastou em emendas mais que Dilma e Temer juntos, para aprovar nada. Loteou os ministérios para o centrão. Seus lideres de governo são do PP e ambos com processos na lava jato, Ciro Nogueira na casa civil. Vc acha que ele é ",
Mon Sep 27 19:30:55 +0000 2021,[1442572481022267394],"@Metropoles @cirogomes @patriciapillar @guilherme_amado O que esperar de uma nação que ver como única opção, escolher entre o PT e Bolsonaro? O que esperar de um povo que se contenta com discurso e mísero prato de feijão na mesa? O que esperar de uma naçã",
Mon Sep 27 19:30:57 +0000 2021,[1442572486932008966],@EstadaoPolitica Eduardo Bolsonaro's wife says she had #covid and was treated with #HydroxyChloroquine and completely recovered very quickly.,
Mon Sep 27 19:31:02 +0000 2021,[1442572507513593858],"@WillamesGomes13 @sgtodesouza @g1 Você está sendo fascista e autoritário quando propõe as coisas que diz. Não sei se de propósito ou sem querer, mas tá sendo exatamente aquilo que você diz que não gosta no Bolsonaro",
Mon Sep 27 19:31:03 +0000 2021,[1442572511594438665],"@carteiroreaca @DouglasGarcia Ficar ao lado do Garcia = Trabalho, competência, ação, judicializacao, resultado. Ficar ao lado da família Bolsonaro= Bravata, incompetencia, problema na justiça, centrao, militares burros, mentira e covardia. Só não vê quem ",
Mon Sep 27 19:31:08 +0000 2021,[1442572533006577664],@DCM_online Deve haver provas irrefutáveis contra a chapa Bolsonaro/Mourão.  Ainda assim eu duvido que o TSE tenha coragem de cassá-la.  A ver.,
Mon Sep 27 19:31:11 +0000 2021,[1442572547170701312],Gente o Bolsonaro congelou o salário dos enfermeiros neh? E sério que tem ainda enfermeiros que defende esse senhor que brinca de ser presidente? #ForaBolsonaro,
Mon Sep 27 19:31:14 +0000 2021,[1442572560105885704],"@VemPraRua_br Merece mais do que Lula e Bolsonaro, sim. Merece uma III Via política. Brasil precisa III Via politica, corretamente definida e implantada. Anexo 329: O CERTO E O ERRADO NA III VIA. link https://t.co/l80rR5Okhc",
Mon Sep 27 19:31:27 +0000 2021,[1442572614023581699],"@12111Alex @Cleitolinoquack @aocastr @medoedeliriobr Mas falar em bolsopetismo não é ilação não? Acho essa estratégia bem confusa. Se a turma não entender q se não quer nem lula nem Bolsonaro eles vão ter que tirar Bolsonaro do segundo turno, não adianta ",
Mon Sep 27 19:31:27 +0000 2021,[1442572615596625920],@Rioparina @DCM_online Kkkkkkkkkk meu amigo. Eles vão se devorar! Vc vai ver! Todo idiota quer ser presidente do Brasil depois que Bolsonaro conseguiu,
Mon Sep 27 19:31:29 +0000 2021,[1442572622475272199],@BonoraLady @PrincesaJMB @NandaAndretto @Heliomaia2 @PatriciaDaccac4 @Efaaaaa8 @Sid_Trombini @BegossoR @Brasil_JMB @VMattos63 @ElisArrudaMart1 @DireitaRaiz12 @Mari_Wc3 @LeaoPatr22 @smacal02 @mabarcelosap @marciogomesrjrj @cidaqueiroz @monica68884157 @caio,
Mon Sep 27 19:31:36 +0000 2021,[1442572650430173185],"@FiladelfoIgor @LiberdadeNewman Né  já estaríamos numa ditadura militar com o Bolsonaro mandando assassinar todo mundo que falasse forabozo, e a globo já teria sido extinta.",
Mon Sep 27 19:31:36 +0000 2021,[1442572650463649794],@Candao20 @erikakokay Lula não ganha nem com Bolsonaro e nem sem Bolsonaro! Mesmo que Bolsonaro não seja candidato por opção dele ainda assim um outro candidato irá vencer pois os votos serão direcionados! Ladrão nunca mais!,
Mon Sep 27 19:31:43 +0000 2021,[1442572679182225415],"@ThiagoResiste O Bolsonaro está fora do jogo e não podemos esquecer o que o LUla e o PT fizeram, o Dória tinha 1% nas eleições de prefeito em SP, ganhou da situação, PT, no primeiro turno.",
Mon Sep 27 19:31:43 +0000 2021,[1442572682004926467],Nota 10000000000 #1000DiasSemCorrupcao  Governo Bolsonaro fazendo do Brasil uma grande NAÇÃO! Parabéns presidente @jairbolsonaro,
Mon Sep 27 19:31:47 +0000 2021,[1442572695821070340],@APM_LMinions @adrianslima_adv @Luizoli1965 @figueredo_guede @pe_mendes @Rbbbarbosa @ricardo45866060 @HelayneQueiroz @blindada1954 @MarcuseJe @Viviane09892890 @reservaconta11 @adinaelsilva @BhGigio @H_minion3 @irado37 me sigam que tbm sigo obrigado somos ,
Mon Sep 27 19:31:48 +0000 2021,[1442572703018401795],"O Randolfe ao G1 disse que vão pedir o indiciamento do Bolsonaro, e que se o Aras arquivar o relatório final da CPI vão entrar com um recurso no STF, para que seja aberta a investigação contra o PR. Talvez esse seja um dos motivos da demora em sabatinar o Mendonça, menos 1 voto",
Mon Sep 27 19:31:53 +0000 2021,[1442572722727493637],A mitomania da esquerda e algo fora do normal. Espero que os eleitores vejam a postura e demita!!! #FechadoComBolsonaro,
Mon Sep 27 19:32:05 +0000 2021,[1442572773440770050],Sem estatal quebrada  Tudo vendido na bacia das almas #TaCaroCulpaDoBolsonaro  @STF_oficial  @ArthurLira_ cúmplice desse genocídio,
Mon Sep 27 19:32:09 +0000 2021,[1442572791698518018],"@FiladelfoIgor @LiberdadeNewman Né  já estaríamos numa ditadura militar com o Bolsonaro mandando assassinar todo mundo que falasse forabozo, e a Globo já teria sido extinta.",
Mon Sep 27 19:32:19 +0000 2021,[1442572831791976448],,
Mon Sep 27 19:32:22 +0000 2021,[1442572844815187971],"@sergiounic @BolsonaroSP @jairbolsonaro @alexandre Olha, amigo, eu votei no Bolsonaro. Mas longe de me sentir obrigado a dá apoio a ele hoje por isso, me sinto enojado. Ele nos enganou a todos, cadê o combate à corrupção, cadê o discurso fajuto de que nao",
Mon Sep 27 19:32:24 +0000 2021,[1442572851253420033],@_sandro_ @FtimaDi56169834 @GFiuza_Oficial Idiota que se abastece no Jornal Nacional e acha que sabe alguma coisa.  Estou a frente de Bolsonaro e seus apoiadores e não preciso que me digam nada. Mais de dez anos de luta contra o sistema sem apoio ou repre,
Mon Sep 27 19:32:25 +0000 2021,[1442572856483844097],@MarceloBelinati A pior ignorância é do sujeito que se faz de imbecil para validar suas convicções   Avisa ao mundo que a culpa é do Bolsonaro https://t.co/SfLz6W2EAZ,
Mon Sep 27 19:32:26 +0000 2021,[1442572863127670789],I hope the Haitians are being questioned on who told them to come to the border? Why did so many come all of a sudden? Did Bolsonaro and Trump minions engineer the mass migration to the border?,
Mon Sep 27 19:32:33 +0000 2021,[1442572891715932168],@LuizCaetanoJun1 @FtimaDi56169834 @GFiuza_Oficial Me falta cultura de extermínio mesmo! E lhe falta tirar a tapa pra saber que o Bolsonaro não é o que salvará do outro populista barato. São dois que se merecem e vc confunde o país com uma partida de futeb,
Mon Sep 27 19:32:34 +0000 2021,[1442572895440474116],@jandira_feghali Nos Estados Unidos também é culpa do Bolsonaro? A política de trancafiamento da população e da parada dos meios de produção e abastecimento foram a semente para oq estamos colhendo hj em todo o mundo! #TaCaroCulpaDoFiqueEmCasa  https://t.,
Mon Sep 27 19:32:39 +0000 2021,[1442572914566447111],"@_sthefanyriot @EdnaBar98848752 @senadorpaulor Agora, se o Bolsonaro abaixa de um lado, é os governadores aumentam doutro, aí fica difícil mesmo...  https://t.co/J2NSqURRJN",
Mon Sep 27 19:32:46 +0000 2021,[1442572945226964999],Ex-juiz se reuniu com lideranças do Podemos no fim de semana e recebeu dados de uma pesquisa que mostra transferência de votos de Bolsonaro para Moro https://t.co/Rpnj6GOTkY,
Mon Sep 27 19:32:47 +0000 2021,[1442572947634356225],Super Mito Estrategista  E com um Ptibbul na Colera   Com Ou Sem Fraude Em 2022 No 1° Turno De Novo Para desespero dos Globais  Jair Messias Bolsonaro REELEITO https://t.co/ZOQnW4Hmf9,
Mon Sep 27 19:32:47 +0000 2021,[1442572951069642754],"@Rconstantino A diferença entre bolsonarista e petista é gritante.  O petista sabe que o Lula rouba mas sente por ele um sentimento de paternidade, por ter comprado casa ou carro naque época.  Agora o Bolsonarista, o negócio é mais louco, ele realmente ac",
Mon Sep 27 19:32:49 +0000 2021,[1442572959021867012],@PrincesaJMB @V4ldeir0fic @MarkusGuimas2 @Lorah_n @leal11_vanda @Mari_W51 @CaP21B @mwbergamin @gigio1507_gigio @scarparo75 @ShowShakira @VulpesMG @BonoraLady @FeBolsonaro2021 @MarcelodeMarco2 @Ev_aurean @ChampionZelda @Lenynha333 @Candy2Jb @PrettyJMB @Flo,
Mon Sep 27 19:32:49 +0000 2021,[1442572958187368449],"A esquerda estimulando a violência e o ódio contra ministros do STF, deputados e senadores.   Será que o ministro Alexandre de Moraes considera essa manifestação um ato antidemocrático ou isso só vale pra quem apoia o presidente Bolsonaro? https://t.co/IW3tDDgOpz",
Mon Sep 27 19:32:53 +0000 2021,[1442572973521600524],"Bolsonaro volta a subir o tom e dispara: Forças Armadas não irão cumprir ordens absurdas(vídeo)  ""OZOREIÚDO"" Q ACUSAM PRESIDENTE D CENTRÃO ESTÃO AMARRADOS NO""ESQUERDÃO EÇETÉFE""  #BolsonaroTemRazaoDeNovo https://t.co/SykyMTtHIk",
Mon Sep 27 19:32:54 +0000 2021,[1442572978357604353],@zanuja_cbranco @valoreconomico Enquanto isso a OAB pede que Supremo obrigue Bolsonaro a adotar medidas contra fome Entidade argumenta que cenário é 'grave' e pede medidas como auxílio de R$ 600.,
Mon Sep 27 19:32:58 +0000 2021,[1442572993910251521],@LuWeintraub_ @eng_joice @FabricioLiz @Estadao @EstadaoPolitica 1- auxílio emergencial= foi proposto e construído pelo Congresso. Bolsonaro vetou e congresso derrubou o veto. 2- os impostos foram reduzidos mas os valores ficaram mais alto por causa da inf,
Mon Sep 27 19:33:00 +0000 2021,[1442573003762569217],"@coelho_nando_10 @Raphael94259122 @RubensNunesMBL Então, mas olha a crítica feita pelo vereador, causa desta discussão. Tá errada? Pra mim, pro vereador e até pro Bolsonaro lá de 2018 é muito correta. Será q devemos só deixar pra lá?",
Mon Sep 27 19:33:03 +0000 2021,[1442573015452106753],"Durante entrevista ao @programapanico, o deputado @MajorVitorHugo fez um balanço dos mil dias do governo Bolsonaro, destacando os avanços conquistados. Ele ainda enfatizou a popularidade do presidente em contraste com as pesquisas eleitorais. https://t.co/DYxkEr5NXn",
Mon Sep 27 19:33:13 +0000 2021,[1442573060314439686],@OsmarDireita @V4ldeir0fic @MarkusGuimas2 @Lorah_n @leal11_vanda @Mari_W51 @CaP21B @mwbergamin @gigio1507_gigio @scarparo75 @ShowShakira @VulpesMG @BonoraLady @FeBolsonaro2021 @MarcelodeMarco2 @Ev_aurean @ChampionZelda @Lenynha333 @Candy2Jb @PrettyJMB @Fl,
Mon Sep 27 19:33:14 +0000 2021,[1442573062163996674],"Em evento virtual, o ministro do Supremo disse que a gestão Bolsonaro atuou como um time de terceira divisão colocado para jogar a Champions League https://t.co/0oLFFHBDkZ",
Mon Sep 27 19:33:17 +0000 2021,[1442573077066440710],"@NiltoTatto @BloisiMendes Olhando muitas das empresas que assinam, me parece falsa a intenção ao assinar e hipocrisia em 2021. - Desmatamento ilegal até 2030: apoiando Bolsonaro e Paulo Guedes não restará nada em 2030.",
Mon Sep 27 19:33:18 +0000 2021,[1442573077766832130],"@cirogomes Essa é a diferença entre homens e ratos.  Homens sabem que são homens e admitem o erro, tentando corrigi-lo para não repetirem.  Os ratos insistem nos erros e não veem problema em cada vez mais se afundarem neles.  Não culpamos Bolsonaro por se",
Mon Sep 27 19:33:27 +0000 2021,[1442573117658861573],"Para quem ainda não viu, a notícia é que em pesquisas internas do Podemos, Sérgio Moro tem 10% dos votos e poderia tomar metade do eleitorado de Bolsonaro, que hoje conta com 24%.",
Mon Sep 27 19:33:31 +0000 2021,[1442573132032708612],@KonigMachado2 @KonigMachado @DeJadriane @joao_merisio @FusaroZila @AnglicaKurten @MonicaDireita @2708_Gih @MineiraBia @mabarcelosap @Mourasc2022 @StummOst @c0nserv4dor @paulodaieq @claremibueloni @cidaqueiroz @FATIMAC75843178 @OsmarDireita @simplismente2,
Mon Sep 27 19:33:45 +0000 2021,[1442573193076633605],@Reinald33245671 @PrincesaJMB @Heliomaia2 @Efaaaaa8 @Sid_Trombini @BegossoR @Brasil_JMB @VMattos63 @ElisArrudaMart1 @DireitaRaiz12 @Mari_Wc3 @LeaoPatr22 @marciogomesrjrj @mabarcelosap @marcio65440 @Bia15840607 @edsoncardosor @Martins43371732 me sigam que ,
Mon Sep 27 19:33:59 +0000 2021,[1442573252207939588],@flejmb @V4ldeir0fic @MarkusGuimas2 @Lorah_n @leal11_vanda @Mari_W51 @CaP21B @mwbergamin @gigio1507_gigio @scarparo75 @ShowShakira @VulpesMG @BonoraLady @FeBolsonaro2021 @MarcelodeMarco2 @Ev_aurean @ChampionZelda @Lenynha333 @Candy2Jb @PrettyJMB @Florzinh,
Mon Sep 27 19:34:04 +0000 2021,[1442573271065665538],"@hardoimfellipe @ManePatriota @sobroza11 @CarlosBolsonaro Claro, tá lá  e os dados protegidos por SIGILO de 100 anos. O que bolsonaro tem a esconder ?",
Mon Sep 27 19:34:05 +0000 2021,[1442573276497301505],@jandira_feghali No Reino Unido também é culpa do Bolsonaro? A política de trancafiamento da população e da parada dos meios de produção e abastecimento foram a semente para oq estamos colhendo hj em todo o mundo! #TaCaroCulpaDoFiqueEmCasa  https://t.co/L,
Mon Sep 27 19:34:14 +0000 2021,[1442573316326236163],@MaryliBonoro @JuliaBonoro @marcio_oppido @Melquizedeque53 @LizaBonoro @DiKarlo12 @BRecuperado @SimoneCR3 @2708_Gih @VeigaJuscelina @Guerreira2022 @Ricardo49974445 @RemiBonoro @Ulysses55102846 @DeguthiUlysses @EduardoMNeves @Annedeusa1 @Lillyog38 me sigam,
Mon Sep 27 19:34:18 +0000 2021,[1442573332927315969],"Bolsonaro piorou a economia dos EUA. A inflação crescente é um fenômeno global, só os mentirosos e vagabundos atribuem a alta ao presidente:",
Mon Sep 27 19:34:24 +0000 2021,[1442573356620914695],,
Mon Sep 27 19:34:29 +0000 2021,[1442573375596122115],Far-right Bolsonaro supporters are adopting the US flag as a symbol as the Brazilian leader mirrors Trump’s anti-democratic behavior,
Mon Sep 27 19:34:32 +0000 2021,[1442573388774469634],@FATIMAC75843178 @OInconformado3 @VikingsBrasilbr @SimoneCR3 @arivsilva1 @PorcheddCris @ehasibr @jurandirsotero @Delinho17333581 @ArendSchn @CrisCorinto8891 @GuedeCFigueredo me sigam que tbm sigo obrigado somos fortes Bolsonaro reeleito em primeiro turno ,
Mon Sep 27 19:34:32 +0000 2021,[1442573391706288133],"@Rconstantino Foro de São Paulo? Onde isso existe e onde ele atuou? Com tantos trilhões roubados, como eles deixaram derrubar uma presidenta, deixar prender seu líder lula e perder as eleições pra um inepto feito Bolsonaro? Onde estava está força extraord",
